NOC 2016  Version 1.3 Code,NOC 2016  Version 1.3 Title,Partial,SOC 2018 (US) Code,SOC 2018 (US) Title,Explanatory Notes
4211,Paralegal and related occupations,*,23-2099,"Legal Support Workers, All Other",Only legal technicians 
4212,Social and community service workers,*,21-1093,Social and Human Service Assistants,"Only workers, coordinators and officers in benefits, social and community services "
4212,Social and community service workers,*,21-1099,"Community and Social Service Specialists, All Other",Only social and community services workers not accounted for in other relationships between this NOC code and SOC
4212,Social and community service workers,*,43-4061,"Eligibility Interviewers, Government Programs","Only coordinators, interviewers, officers and workers in government social benefits programs"
4214,Early childhood educators and assistants,*,25-2011,"Preschool Teachers, Except Special Education","Only preschool teachers, except special education"
4214,Early childhood educators and assistants,*,25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Only aides and assistants in early childhood education and preschool
4214,Early childhood educators and assistants,*,39-1022,First-Line Supervisors of Personal Service Workers,Only supervisors of workers in daycares and other baby/child care workers
4214,Early childhood educators and assistants,*,39-9011,Childcare Workers,"Only workers, helpers and aides in daycare, child care and baby care "
4215,Instructors of persons with disabilities,*,25-2051,"Special Education Teachers, Preschool",Only instructors of preschool children with disabilities 
4215,Instructors of persons with disabilities,*,25-2059,"Special Education Teachers, All Other",Only instructors of person with disabilities not accounted for in other relationships between this NOC code and SOC
4216,Other instructors,*,13-1041,Compliance Officers,Only driving licence examiners 
4216,Other instructors,*,25-3021,Self-Enrichment Teachers,Only instructors of personal self-enrichment 
4216,Other instructors,*,25-3041,Tutors,Only tutors in elementary and secondary schools
4216,Other instructors,*,25-3099,"Teachers and Instructors, All Other",Only other instructors not accounted for in other relationships between this NOC code and SOC
4216,Other instructors,*,25-9099,"Educational Instruction and Library Workers, All Other",Only general educational examiners and aptitude testers 
4217,Other religious occupations,*,21-2011,Clergy,"Only workers in religious occupations providing religious education and spiritual guidance, and assistance at worship services and religious rites"
4217,Other religious occupations,*,21-2021,"Directors, Religious Activities and Education","Only directors, animators and church workers in church activities, including youth ministry directors and religious education directors "
4217,Other religious occupations,*,21-2099,"Religious Workers, All Other",Excluding religious workers elsewhere classified
4311,Police officers (except commissioned),*,33-3021,Detectives and Criminal Investigators,Only police detectives and criminal investigators
4311,Police officers (except commissioned),*,33-3051,Police and Sheriff's Patrol Officers,Only police officers not accounted for in other relationships between this NOC code and SOC
4311,Police officers (except commissioned),*,33-3052,Transit and Railroad Police,Only railway and transit police officers
4312,Firefighters,*,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,Only supervisors of other firefighters
4312,Firefighters,*,33-2011,Firefighters,Only firefighters not accounted for in other relationships between this NOC code and SOC
4312,Firefighters,*,33-2021,Fire Inspectors and Investigators,Only inspectors of fires and fire prevention
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-2011,First-Line Supervisors of Air Crew Members,Only non-commissioned ranks of the Canadian Armed Forces with duties related to first-line supervision of non-commissioned air-crew members
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-2012,First-Line Supervisors of Weapons Specialists/Crew Members,Only non-commissioned ranks of the Canadian Armed Forces with duties related to first-line supervision of non-commissioned weapons specialists and crew members
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-2013,First-Line Supervisors of All Other Tactical Operations Specialists,Only non-commissioned ranks of the Canadian Armed Forces with duties related to first line supervision not accounted for in other relationships between this NOC code and SOC
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3011,Air Crew Members,Only non-commissioned ranks of the Canadian Armed Forces with duties related to in-flight operations 
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3012,Aircraft Launch and Recovery Specialists,Only non-commissioned ranks of the Canadian Armed Forces with duties related to aircraft launch and recovery
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3013,Armored Assault Vehicle Crew Members,Only non-commissioned ranks of the Canadian Armed Forces with duties related to armoured vehicles 
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3014,Artillery and Missile Crew Members,Only non-commissioned ranks of the Canadian Armed Forces with duties related to artillery and missiles 
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3015,Command and Control Center Specialists,"Only non-commissioned ranks of the Canadian Armed Forces with duties related to command and control centres, including communication, detection and weapons systems "
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3016,Infantry,Only non-commissioned ranks of the Canadian Armed Forces with duties related to ground combat operations 
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3018,Special Forces,Only non-commissioned ranks of the Canadian Armed Forces with duties related to special forces 
4313,Non-commissioned ranks of the Canadian Armed Forces,*,55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other","Only non-commissioned ranks of the Canadian Armed Forces with duties related to all other tactical operations, air and weapons, not elsewhere classified "
